method,seed,latent_dim,beta,n_clusters,silhouette,calinski_harabasz,davies_bouldin,ari,nmi,purity,n_samples_silhouette
vae_kmeans,43,16,0.05,12,0.06506650894880295,435.9936480604012,2.2491324341370276,0.03658435338247366,0.13460413679733568,0.5917408259174083,3000
vae_gmm,43,16,0.05,12,-0.010722358711063862,232.18183134598036,3.1875515428926136,0.053114592515037966,0.16725287945345568,0.571942805719428,3000
vae_kmeans,43,16,0.05,13,0.06274145841598511,418.45532449088205,2.2490334823558493,0.034367530487340536,0.1315107951390243,0.5887411258874112,3000
vae_gmm,43,16,0.05,13,0.01048547588288784,233.06341811274805,3.1797465395033795,0.059680945192809615,0.16303375811591442,0.5906409359064093,3000
vae_kmeans,43,16,0.05,14,0.06259721517562866,402.4007533031803,2.2739698310401764,0.032060281671215496,0.12972338431611272,0.5862413758624138,3000
vae_gmm,43,16,0.05,14,0.002818897133693099,250.7891180082363,2.896913169575986,0.03328666447897315,0.14517804775804202,0.5776422357764224,3000
vae_kmeans,43,16,0.05,15,0.061900705099105835,388.9845343747163,2.1552702366500944,0.025509416265759043,0.12501161522263712,0.5846415358464153,3000
vae_gmm,43,16,0.05,15,0.020590487867593765,249.1539354936796,2.8297822622068005,0.023580965075531826,0.12049615937327342,0.5606439356064393,3000
vae_kmeans,43,16,0.1,2,0.10151805728673935,924.3238137702115,2.9584957360110393,-0.0014536462292945496,0.0024759784601717677,0.531946805319468,3000
vae_gmm,43,16,0.1,2,0.10138590633869171,924.3097323796916,2.958072965620534,-0.00140079506677444,0.0024789337311166377,0.531946805319468,3000
vae_kmeans,43,16,0.1,3,0.08488265424966812,830.7579378064495,2.9434496855520607,0.0009123407651783264,0.006204078821983234,0.531946805319468,3000
vae_gmm,43,16,0.1,3,0.05364171415567398,587.5526557438005,4.546056000054199,0.23709778282570385,0.23533819513037124,0.6353364663533647,3000
vae_kmeans,43,16,0.1,4,0.07632175832986832,726.9498146079885,2.7332315275661356,0.0026318700017584668,0.005241440554849374,0.531946805319468,3000
vae_gmm,43,16,0.1,4,0.060572896152734756,510.8727223152272,3.659162792543519,-0.027419244255090115,0.026804849005306948,0.531946805319468,3000
vae_kmeans,43,16,0.1,5,0.08069071918725967,662.3605521276004,2.527368399671553,0.11156633023276673,0.21273091620611953,0.6129387061293871,3000
vae_gmm,43,16,0.1,5,0.05074925720691681,523.6976590588837,3.040598346157205,0.009049763718856445,0.043302275685074464,0.531946805319468,3000
vae_kmeans,43,16,0.1,6,0.07598531246185303,621.2336863548618,2.4167541609741363,0.08642366172214548,0.19148346202967484,0.6149385061493851,3000
vae_gmm,43,16,0.1,6,0.033330418169498444,365.9326219426971,4.157172572515345,0.02210129451600678,0.054933242694786846,0.531946805319468,3000
vae_kmeans,43,16,0.1,7,0.07424177974462509,582.7322902562291,2.315734479520124,0.06812070528303961,0.17284376643956284,0.6086391360863913,3000
vae_gmm,43,16,0.1,7,0.03204009681940079,326.147694781246,3.899046288529662,0.03576893155308348,0.0643719956444038,0.531946805319468,3000
vae_kmeans,43,16,0.1,8,0.07374224066734314,551.39930326657,2.260341289101846,0.056780091061126844,0.15872922826705235,0.6041395860413958,3000
vae_gmm,43,16,0.1,8,0.010508362203836441,297.7906662508036,5.872946736492055,0.025720908601793113,0.1392283578209409,0.5478452154784521,3000
vae_kmeans,43,16,0.1,9,0.06969047337770462,522.3958710209088,2.325157334749017,0.04810063291109913,0.15358784108524307,0.5793420657934206,3000
vae_gmm,43,16,0.1,9,0.02894570119678974,296.1411966404345,5.122504807057598,0.03582391487063422,0.12950286258876914,0.5577442255774423,3000
vae_kmeans,43,16,0.1,10,0.06948114931583405,497.0999981331095,2.3023676000541426,0.04107887121992926,0.1451558716066929,0.5769423057694231,3000
vae_gmm,43,16,0.1,10,0.00048269296530634165,282.9729183150892,4.622346644975882,0.02482199171592951,0.12340396965796212,0.545945405459454,3000
vae_kmeans,43,16,0.1,11,0.06898695975542068,472.9315458713603,2.276828903349074,0.03642364975444753,0.14086339714704912,0.5953404659534046,3000
vae_gmm,43,16,0.1,11,0.009015633724629879,285.26565023408585,4.145969291572788,0.01806387102308928,0.10698552300846527,0.547045295470453,3000
vae_kmeans,43,16,0.1,12,0.07165578752756119,460.0473975533945,2.1874265198632226,0.03449408901628729,0.13861410011609449,0.5760423957604239,3000
vae_gmm,43,16,0.1,12,0.0029932898469269276,256.08812600218033,3.9546844917163178,0.019723864121802045,0.10963672226981817,0.5452454754524547,3000
vae_kmeans,43,16,0.1,13,0.07256875187158585,441.6980937740727,2.156617328310354,0.032298136156355156,0.13505263882225452,0.5876412358764124,3000
vae_gmm,43,16,0.1,13,0.005359165836125612,257.50951101279924,3.8774689147206427,0.027537809323686616,0.11235486151841712,0.5523447655234477,3000
vae_kmeans,43,16,0.1,14,0.06806526333093643,425.59415563296614,2.178786637906175,0.029108384190120327,0.1269021542888946,0.5813418658134186,3000
vae_gmm,43,16,0.1,14,0.010022088885307312,251.23008847154708,3.807361062782788,0.017116078784475956,0.09274301712163184,0.5458454154584541,3000
vae_kmeans,43,16,0.1,15,0.07036180794239044,411.8165253134845,2.144386181278689,0.02621585531550645,0.1243543951153916,0.585941405859414,3000
vae_gmm,43,16,0.1,15,-0.0014897632645443082,215.334008903984,3.8783734625868105,0.030391386981602084,0.1205152102283581,0.5512448755124487,3000
vae_kmeans,43,16,0.5,2,0.11086459457874298,1035.6957766601627,2.791247311996416,-0.00140079506677444,0.0024789337311166377,0.531946805319468,3000
vae_gmm,43,16,0.5,2,0.05857549607753754,570.9941886307489,4.0547084811034555,0.11753156321040177,0.13516235351379635,0.531946805319468,3000
vae_kmeans,43,16,0.5,3,0.09319441765546799,908.8748269425859,2.835918345949415,-0.0008512365435156918,0.0031413733877162387,0.531946805319468,3000
vae_gmm,43,16,0.5,3,0.0479523129761219,438.9264234214648,4.319574749871251,0.12055128426979478,0.10322186812162974,0.531946805319468,3000
vae_kmeans,43,16,0.5,4,0.09968540817499161,818.4121043477468,2.5493678539311038,0.0929516076225776,0.2073533693610736,0.5722427757224278,3000
vae_gmm,43,16,0.5,4,0.06186342239379883,667.7723367263761,3.188875040240402,0.04773385193330667,0.09426697006006751,0.531946805319468,3000
vae_kmeans,43,16,0.5,5,0.08930623531341553,753.8351377149531,2.4183321001940508,0.0672763349103357,0.1825357533143833,0.56994300569943,3000
vae_gmm,43,16,0.5,5,0.059188101440668106,545.890616571037,3.1464634247653165,0.06801552343687751,0.08663386198134798,0.531946805319468,3000
vae_kmeans,43,16,0.5,6,0.08904726058244705,706.3305666444251,2.2857631784213996,0.0543689202828105,0.1673795210052389,0.5678432156784322,3000
vae_gmm,43,16,0.5,6,0.06372646987438202,562.4163554705542,2.823769134386731,0.02662045094924178,0.0750359827830923,0.531946805319468,3000
vae_kmeans,43,16,0.5,7,0.087266705930233,664.1358333456357,2.1956281161930815,0.046088748617888455,0.1580044129906485,0.5671432856714329,3000
vae_gmm,43,16,0.5,7,0.06844969093799591,569.8361583139348,2.5316775711499955,0.04476125526338788,0.15978476000005276,0.5666433356664333,3000
vae_kmeans,43,16,0.5,8,0.0851869136095047,628.8070428510358,2.1191903231507783,0.05857255460285223,0.16936685024879547,0.6061393860613938,3000
vae_gmm,43,16,0.5,8,0.06596329808235168,537.2714226234688,2.411016032515683,0.047078315203293926,0.15575278292067826,0.5663433656634337,3000
vae_kmeans,43,16,0.5,9,0.08135394752025604,595.531256808787,2.0787500834611192,0.03872408000326901,0.15030257354093196,0.565043495650435,3000
vae_gmm,43,16,0.5,9,0.0490337610244751,466.8663725099508,2.5395924270157626,0.04052236730200981,0.14166260033012426,0.5642435756424358,3000
vae_kmeans,43,16,0.5,10,0.0797036737203598,566.5105438802822,2.181869310470372,0.03935425043350807,0.15083778679110468,0.5683431656834317,3000
vae_gmm,43,16,0.5,10,0.05910370871424675,470.13750700841547,2.2851214945675227,0.04784701911199529,0.14697244807086152,0.5751424857514249,3000
vae_kmeans,43,16,0.5,11,0.08208958059549332,540.3207606022787,2.1793138428545316,0.03615067044620758,0.14437049794546974,0.5940405959404059,3000
vae_gmm,43,16,0.5,11,0.05273798108100891,437.955272345413,2.2941421815095584,0.043851669744564246,0.1426877866400211,0.5736426357364264,3000
vae_kmeans,43,16,0.5,12,0.08359266072511673,521.0012628193527,2.0670727552954102,0.034021457867806804,0.13850319629334323,0.591940805919408,3000
vae_gmm,43,16,0.5,12,0.04207342863082886,393.11817759359354,2.6808644688630174,0.025829890267747103,0.1254161935856022,0.5616438356164384,3000
vae_kmeans,43,16,0.5,13,0.07777716219425201,499.1164255748824,2.0487091301143137,0.0306162804296601,0.13442272973936212,0.5715428457154285,3000
vae_gmm,43,16,0.5,13,0.038272157311439514,366.0363959027119,2.6886220972057853,0.029205272272623338,0.12701627337885008,0.5595440455954405,3000
vae_kmeans,43,16,0.5,14,0.08304865658283234,487.3122728352266,2.0624988231384527,0.02698215422830885,0.12801286791058394,0.5860413958604139,3000
vae_gmm,43,16,0.5,14,0.045600879937410355,357.5261568514093,2.6544389417431304,0.03253270665038815,0.1256105862746224,0.5614438556144385,3000
vae_kmeans,43,16,0.5,15,0.08092734962701797,470.56647779031,2.0537952926243377,0.02534898570137758,0.12642813408566844,0.5798420157984202,3000
vae_gmm,43,16,0.5,15,0.04014277458190918,356.9842222502189,2.7142342932687886,0.03773011977049925,0.1412415340592561,0.583941605839416,3000
vae_kmeans,43,16,1.0,2,0.10872883349657059,1250.6688643224197,2.7467658848464414,0.00027635346762714747,0.0029112490236935682,0.531946805319468,3000
vae_gmm,43,16,1.0,2,0.08762121945619583,969.5379059174454,3.1231198910678937,0.05032658883495894,0.08927475868854567,0.531946805319468,3000
vae_kmeans,43,16,1.0,3,0.11434802412986755,1096.6821940588031,2.518877039214647,-0.00029627453509626706,0.003987597206168658,0.531946805319468,3000
vae_gmm,43,16,1.0,3,0.06466832756996155,656.252782284577,3.494371153977344,0.041907013299120416,0.08451972641477498,0.531946805319468,3000
vae_kmeans,43,16,1.0,4,0.10779524594545364,979.6509615681845,2.2231828703907404,0.08155428841030382,0.18813159440516897,0.5661433856614339,3000
vae_gmm,43,16,1.0,4,0.04326031357049942,733.3309121270225,2.651958517061986,0.07980745818105899,0.15694625248681812,0.5587441255874412,3000
vae_kmeans,43,16,1.0,5,0.11524021625518799,949.1921003296002,2.0885327125196573,0.06911933435183425,0.17685571532786204,0.5646435356464353,3000
vae_gmm,43,16,1.0,5,0.039543669670820236,637.0599577020364,2.825614523915779,0.07076854147491245,0.15450344965519958,0.5642435756424358,3000
vae_kmeans,43,16,1.0,6,0.11049643903970718,908.1236907299403,2.045637566461453,0.051764418427582226,0.1582114180324215,0.5617438256174383,3000
vae_gmm,43,16,1.0,6,0.047887686640024185,654.5092972980226,2.5956434330661904,0.044338675539584795,0.14107519016650588,0.5607439256074392,3000
vae_kmeans,43,16,1.0,7,0.11202207207679749,867.2329380039712,1.9541773808916043,0.06501842804526212,0.16569176245953446,0.6021397860213978,3000
vae_gmm,43,16,1.0,7,0.06786929070949554,648.7779947330185,2.344816403584636,0.07153748139802744,0.16750236263918164,0.585041495850415,3000
vae_kmeans,43,16,1.0,8,0.10941167920827866,829.730440324583,1.8662681791866977,0.05466308972742668,0.1558792864651203,0.5986401359864013,3000
vae_gmm,43,16,1.0,8,0.036372166126966476,549.7900820684729,2.3969569542793323,0.061336649077926735,0.16216329478522828,0.5848415158484151,3000
vae_kmeans,43,16,1.0,9,0.1080130785703659,798.0519089265179,1.8811484555970541,0.04653693974465111,0.14894637546910178,0.5962403759624038,3000
vae_gmm,43,16,1.0,9,0.07042494416236877,617.6302860569257,2.14995781410677,0.058878146398858446,0.17070683187175814,0.5936406359364064,3000
vae_kmeans,43,16,1.0,10,0.10936332494020462,768.0273083738058,1.822677725387803,0.04064689720601236,0.1416526802314719,0.593940605939406,3000
vae_gmm,43,16,1.0,10,0.07370417565107346,607.1209887813204,2.0837276662905593,0.05147337837244978,0.16860140704532173,0.5926407359264073,3000
vae_kmeans,43,16,1.0,11,0.10715769231319427,737.1883364031183,1.8623952885790513,0.035647270365695954,0.1355395343875699,0.5921407859214078,3000
vae_gmm,43,16,1.0,11,0.07027214765548706,578.1372545029363,2.131350150112094,0.04353442610354062,0.1610962992520892,0.5906409359064093,3000
vae_kmeans,43,16,1.0,12,0.11174442619085312,712.5307154722942,1.8021795741586268,0.03444376973206491,0.1315194320742521,0.5920407959204079,3000
vae_gmm,43,16,1.0,12,0.07182461768388748,557.5048590079896,2.0835883990597526,0.03879944833288795,0.15811614024281823,0.5909409059094091,3000
vae_kmeans,43,16,1.0,13,0.11113519221544266,681.6664573077791,1.8261374283519005,0.03487569597634515,0.1322791251514776,0.5963403659634037,3000
vae_gmm,43,16,1.0,13,0.07661256194114685,562.3607951461631,1.947538270464217,0.038338508934542485,0.15898563345705244,0.5933406659334066,3000
vae_kmeans,43,16,1.0,14,0.1155293807387352,661.5548568398893,1.718432971150176,0.027939225604333956,0.12873029721784404,0.5837416258374163,3000
vae_gmm,43,16,1.0,14,0.0728648453950882,517.5103051902926,2.0569475997560027,0.02988567210727721,0.13263825418840008,0.5727427257274272,3000
vae_kmeans,43,16,1.0,15,0.11256305128335953,644.7967044370018,1.7059252137103393,0.02480427735115161,0.1250309329082092,0.5846415358464153,3000
vae_gmm,43,16,1.0,15,0.049907710403203964,461.9570781556955,2.1787308391122675,0.025546553608325195,0.13409515997681304,0.5791420857914209,3000
pca_kmeans,43,16,,2,0.11409090459346771,1374.1526278008835,2.620107144520329,0.0009164964229443743,0.00285293007439701,0.531946805319468,3000
pca_gmm,43,16,,2,0.08303578197956085,771.5555193344815,3.209321419667565,-0.00140079506677444,0.0024789337311166377,0.531946805319468,3000
pca_kmeans,43,16,,3,0.09636922180652618,1124.1671445585716,2.4991140718985627,0.0003983160433444672,0.0014463349919396399,0.531946805319468,3000
pca_gmm,43,16,,3,0.0506458543241024,406.89031608519525,6.5728345319822035,-0.002687639756100796,0.0027122169424932925,0.531946805319468,3000
pca_kmeans,43,16,,4,0.09219639003276825,1007.7715082375512,2.4201311573720155,0.011673079192539147,0.01582530580112983,0.531946805319468,3000
pca_gmm,43,16,,4,-0.004774388391524553,214.50962938597158,6.690115828114761,0.18871481271430057,0.2135717345942536,0.5824417558244176,3000
pca_kmeans,43,16,,5,0.08880779892206192,906.520605173328,2.3353104336232904,0.02820960270033121,0.03110880996593629,0.5766423357664233,3000
pca_gmm,43,16,,5,0.018869061022996902,220.79986103220546,7.343282923196753,0.03057151489378684,0.14791755561274877,0.6091390860913909,3000
pca_kmeans,43,16,,6,0.0938417986035347,837.1009423537496,2.194418813787804,0.0735668451131525,0.160522686548122,0.6011398860113989,3000
pca_gmm,43,16,,6,0.006331178825348616,206.99399449712706,6.69839028978815,0.01719722269776864,0.10681425492305689,0.5921407859214078,3000
pca_kmeans,43,16,,7,0.09097409248352051,781.8684128777447,2.162073570540522,0.06253618203700395,0.1489771995053562,0.599040095990401,3000
pca_gmm,43,16,,7,0.017159409821033478,154.2193563756251,6.323175465342084,0.03326931575063259,0.1771916215224317,0.6216378362163784,3000
pca_kmeans,43,16,,8,0.08946119248867035,737.167457262138,2.0951235837035425,0.05350075014204436,0.13838846130923685,0.5943405659434057,3000
pca_gmm,43,16,,8,0.0035605221055448055,171.15552711843492,5.882242737808634,0.0877653443596894,0.24735537090895326,0.6321367863213678,3000
pca_kmeans,43,16,,9,0.08735047280788422,693.9722804454925,2.0797384660739184,0.04426224084790078,0.13186989246587,0.5927407259274072,3000
pca_gmm,43,16,,9,0.00910195428878069,215.19057564664521,4.081627497174781,0.12079578562245646,0.19063717793694474,0.5863413658634137,3000
pca_kmeans,43,16,,10,0.08581649512052536,657.9989128390478,2.088702379585165,0.03734651083253783,0.12551261533958777,0.5913408659134086,3000
pca_gmm,43,16,,10,-0.04465204477310181,195.1250740910177,3.798709307722546,0.051548640573343185,0.11694032674757779,0.567943205679432,3000
pca_kmeans,43,16,,11,0.08775331825017929,624.3307674961812,2.03652554675022,0.031193756663747237,0.1235878197760694,0.5897410258974103,3000
pca_gmm,43,16,,11,-0.03904160112142563,166.7156043944222,3.1402538894666607,0.09481011072338828,0.16604765560200835,0.5852414758524147,3000
pca_kmeans,43,16,,12,0.08388371020555496,594.1320702754379,2.1691147177927825,0.0344976624947681,0.12062920556033499,0.5960403959604039,3000
pca_gmm,43,16,,12,-0.02221617102622986,151.47136582152942,3.843953914144141,0.08638664663153094,0.1694251955887547,0.5895410458954105,3000
pca_kmeans,43,16,,13,0.08271346241235733,569.2392247773959,2.1406178977938852,0.028897651364122996,0.12096204911791616,0.5955404459554045,3000
pca_gmm,43,16,,13,-0.014431780204176903,130.6776962921522,4.359431049768625,0.05281008298211147,0.11838285296077579,0.571942805719428,3000
pca_kmeans,43,16,,14,0.07995633780956268,542.5892530652989,2.1436430959312562,0.03019913413262685,0.12073786648479728,0.6013398660133986,3000
pca_gmm,43,16,,14,-0.09198819845914841,138.06684409075172,3.6697834431845364,0.1330409681026594,0.22165578903325026,0.6167383261673832,3000
pca_kmeans,43,16,,15,0.07474968582391739,519.136540097191,2.1441834687681824,0.0267646054026318,0.11633304605829317,0.5988401159884011,3000
pca_gmm,43,16,,15,-0.03352372720837593,119.18898639029393,4.174708415252423,0.09353560413363372,0.18409933443844267,0.6265373462653735,3000
vae_kmeans,43,32,0.01,2,0.0886082798242569,1016.9580471248297,3.054123702883967,-0.0007410144072867101,0.0004059679604608957,0.531946805319468,3000
vae_gmm,43,32,0.01,2,0.06226901337504387,675.1089967146861,3.744721776804206,0.0058103234105177926,0.03824644681254248,0.531946805319468,3000
vae_kmeans,43,32,0.01,3,0.07502520084381104,835.064906106102,2.881344782423954,-5.142344947210241e-05,0.0005578677557919811,0.531946805319468,3000
vae_gmm,43,32,0.01,3,0.02204294316470623,466.5337759919166,4.043747759957434,0.0048592714649417935,0.04107166157187249,0.531946805319468,3000
vae_kmeans,43,32,0.01,4,0.07162562757730484,739.2367271980921,2.7726726962162433,0.011695172253874748,0.01712967286858604,0.531946805319468,3000
vae_gmm,43,32,0.01,4,0.023407984524965286,533.9155039614112,3.180080583603729,0.006995608303857521,0.03579596838619249,0.531946805319468,3000
vae_kmeans,43,32,0.01,5,0.06666342169046402,655.4127491925851,2.6525750510633808,0.02041167097447493,0.025927083290008618,0.5545445455454454,3000
vae_gmm,43,32,0.01,5,0.02340034767985344,470.3833554841185,3.4458270857026507,0.01685882765343062,0.053512159312879386,0.531946805319468,3000
vae_kmeans,43,32,0.01,6,0.06578781455755234,600.0500341619799,2.542289369457897,0.019972647996919664,0.026083025649359392,0.557044295570443,3000
vae_gmm,43,32,0.01,6,0.01592886820435524,429.6523889947382,3.2704044984899334,0.023945951413284837,0.06908296280444098,0.5507449255074492,3000
vae_kmeans,43,32,0.01,7,0.06567302346229553,557.7566913228924,2.5275286174326212,0.019750515168718858,0.025216256703111298,0.5695430456954305,3000
vae_gmm,43,32,0.01,7,0.023994550108909607,436.89152762989266,3.130949979201486,0.008618997541262273,0.03506599748579357,0.531946805319468,3000
vae_kmeans,43,32,0.01,8,0.06517333537340164,524.7620361122437,2.4140549713657524,0.05581455934335137,0.14291617715055477,0.5946405359464053,3000
vae_gmm,43,32,0.01,8,0.021685821935534477,418.64073837011495,2.9426847377992362,0.013637146077436609,0.039946889178884545,0.5518448155184481,3000
vae_kmeans,43,32,0.01,9,0.06598201394081116,501.1054859048223,2.352173765940239,0.04593340435937526,0.13432542670638015,0.5933406659334066,3000
vae_gmm,43,32,0.01,9,0.02096863090991974,398.22920506195237,2.7451516456046026,0.0437530081079525,0.14251363164890996,0.5844415558444156,3000
vae_kmeans,43,32,0.01,10,0.0646885484457016,476.74606029548625,2.348411983356272,0.038944833402967255,0.127170063274018,0.5893410658934106,3000
vae_gmm,43,32,0.01,10,0.024053631350398064,384.41288429086956,2.7618781911981394,0.036376260102705754,0.13776255522614161,0.5847415258474152,3000
vae_kmeans,43,32,0.01,11,0.06488535553216934,458.4783913081603,2.2495004103487832,0.03875461879762705,0.12337559744552316,0.5766423357664233,3000
vae_gmm,43,32,0.01,11,0.023831432685256004,368.60461216193585,2.61118865316301,0.03162676113601165,0.13653132608489613,0.5797420257974203,3000
vae_kmeans,43,32,0.01,12,0.06444957107305527,440.25679314067554,2.2081705613791747,0.03038853009873624,0.12218125125864913,0.5805419458054195,3000
vae_gmm,43,32,0.01,12,0.017567243427038193,350.5686357221093,2.6136331983403918,0.029586243213154135,0.1325043534209205,0.5801419858014198,3000
vae_kmeans,43,32,0.01,13,0.05975082516670227,417.9307378378365,2.2722390936419528,0.03002769318166797,0.1156056420838524,0.5758424157584242,3000
vae_gmm,43,32,0.01,13,0.029758647084236145,349.6368604276839,2.5075397565711435,0.026854432216014478,0.13187904297062533,0.577042295770423,3000
vae_kmeans,43,32,0.01,14,0.05873982608318329,406.74667747369466,2.190441870140932,0.02418160251808727,0.11219339718638151,0.5768423157684232,3000
vae_gmm,43,32,0.01,14,0.02035100758075714,324.53992411399673,2.7030322412104306,0.023483967134669215,0.1190353326595418,0.5756424357564244,3000
vae_kmeans,43,32,0.01,15,0.05916694179177284,388.3501991369941,2.29070041247999,0.023137811773836923,0.11294956866154936,0.5773422657734226,3000
vae_gmm,43,32,0.01,15,0.026690414175391197,329.0116407219585,2.513682152831054,0.022391224841090154,0.11716089291655099,0.575942405759424,3000
vae_kmeans,43,32,0.05,2,0.07951432466506958,882.0952697742381,3.2801266408070107,0.0006924083548765006,0.001366208618633375,0.531946805319468,3000
vae_gmm,43,32,0.05,2,0.056680042296648026,573.2237274959253,4.038405384041504,0.00038154804194835446,0.03303363192571536,0.531946805319468,3000
vae_kmeans,43,32,0.05,3,0.07093466073274612,768.0683533091532,2.9441537697955695,0.00014561630145169146,0.0017676104593485494,0.531946805319468,3000
vae_gmm,43,32,0.05,3,0.027794552966952324,401.6229179313945,4.896096710351752,0.011354350577859773,0.05934638654471103,0.531946805319468,3000
vae_kmeans,43,32,0.05,4,0.06708329916000366,688.3306011195288,2.7608407320969803,0.008970715892672676,0.017522346727917523,0.531946805319468,3000
vae_gmm,43,32,0.05,4,0.02009895071387291,416.64325319071946,4.4101462675991385,0.004642570233799032,0.06252247075740971,0.531946805319468,3000
vae_kmeans,43,32,0.05,5,0.07014333456754684,631.8185168313848,2.5568141328085012,0.08126709499893925,0.18408475733792973,0.5666433356664333,3000
vae_gmm,43,32,0.05,5,0.030617523938417435,465.4501944419535,3.378365474148109,0.06388435176428077,0.12132975427952777,0.5828417158284172,3000
vae_kmeans,43,32,0.05,6,0.06665980815887451,592.4045741963085,2.4774870219810627,0.07712590378459977,0.17557654986432006,0.5900409959004099,3000
vae_gmm,43,32,0.05,6,0.029830243438482285,442.8961131956125,3.0669819118520656,0.06035771106648696,0.11267696955755363,0.5801419858014198,3000
vae_kmeans,43,32,0.05,7,0.067241370677948,554.3307680708201,2.423803347598466,0.06183093489301692,0.1591742704044563,0.5927407259274072,3000
vae_gmm,43,32,0.05,7,0.023998914286494255,408.1813199401962,3.057541156785244,0.03005401597331637,0.0798728841134489,0.5708429157084292,3000
vae_kmeans,43,32,0.05,8,0.06522644311189651,521.7396538799509,2.4195327177056094,0.05219727245520401,0.14716470251071467,0.5907409259074092,3000
vae_gmm,43,32,0.05,8,0.022506756708025932,410.3006726184295,2.7210488544443825,0.056951726699235095,0.16692070715828808,0.5947405259474052,3000
vae_kmeans,43,32,0.05,9,0.062396079301834106,492.5179439208441,2.410444241578911,0.04453899809446405,0.1399499439547954,0.5875412458754125,3000
vae_gmm,43,32,0.05,9,0.01161406934261322,359.1391526385673,2.8831773135005623,0.030483141979206423,0.09970312835920427,0.5466453354664533,3000
vae_kmeans,43,32,0.05,10,0.06710955500602722,468.8297931615525,2.2581621576618405,0.03989632171524951,0.14081168166394714,0.5793420657934206,3000
vae_gmm,43,32,0.05,10,0.025506721809506416,355.4818639320033,2.8370019042687433,0.0649141788778764,0.17203874573800526,0.6149385061493851,3000
vae_kmeans,43,32,0.05,11,0.06326863914728165,447.88381376537353,2.338506888201403,0.03088325532206855,0.13046136746479275,0.5804419558044196,3000
vae_gmm,43,32,0.05,11,0.02710052579641342,364.9862238397732,2.610203925208231,0.03765166947037186,0.15206041226648606,0.5933406659334066,3000
vae_kmeans,43,32,0.05,12,0.061858031898736954,429.6081609878798,2.255312590545285,0.03393044735511129,0.12542425511200483,0.5685431456854314,3000
vae_gmm,43,32,0.05,12,0.029535232111811638,351.97690973010964,2.5434227997878263,0.03335937640511559,0.144725347868648,0.5895410458954105,3000
vae_kmeans,43,32,0.05,13,0.05966563895344734,412.9100546488451,2.2298521941864005,0.027560464902840906,0.12498797401911363,0.5720427957204279,3000
vae_gmm,43,32,0.05,13,0.026023689657449722,335.06490388701036,2.5255079215082525,0.030202458284032146,0.1399590866168608,0.5843415658434157,3000
vae_kmeans,43,32,0.05,14,0.06406223028898239,401.8372517613639,2.164179237357678,0.02514473104023961,0.11887703661777693,0.5763423657634237,3000
vae_gmm,43,32,0.05,14,0.03554118797183037,341.54558849096304,2.347422406794327,0.0274256094760126,0.1341302598796058,0.5829417058294171,3000
vae_kmeans,43,32,0.05,15,0.06079860404133797,388.1724377941934,2.2158850968380372,0.023062184986993285,0.11373030998678922,0.5769423057694231,3000
vae_gmm,43,32,0.05,15,0.02982773818075657,326.8845796709278,2.3093548375142565,0.025538666022046158,0.12962764280549147,0.581941805819418,3000
vae_kmeans,43,32,0.1,2,0.07884342223405838,821.3997566225275,3.3873639593913345,0.004536167457248865,0.0017762604264580535,0.531946805319468,3000
vae_gmm,43,32,0.1,2,0.04252968728542328,203.10455326436818,6.895168648728529,0.024432183534344787,0.06240440916401861,0.531946805319468,3000
vae_kmeans,43,32,0.1,3,0.06869212538003922,717.9772543452968,2.9909554516481855,0.006730242347919475,0.009258842229164028,0.531946805319468,3000
vae_gmm,43,32,0.1,3,0.019232282415032387,356.21483349732995,5.28192948081085,0.006705590633049872,0.059975658409894154,0.531946805319468,3000
vae_kmeans,43,32,0.1,4,0.06765743345022202,647.9221987042016,2.7970623806102974,0.04163467692296291,0.0352007208407168,0.5756424357564244,3000
vae_gmm,43,32,0.1,4,0.05728547275066376,428.48705637394005,3.677068959492684,0.06237040517762345,0.10790480687161107,0.531946805319468,3000
vae_kmeans,43,32,0.1,5,0.07269778102636337,605.580932183752,2.621788221149537,0.11370471929125578,0.21525710888402005,0.6177382261773823,3000
vae_gmm,43,32,0.1,5,0.028099985793232918,404.0693967957579,3.4993377916447175,0.036148655108637795,0.09651810400228161,0.531946805319468,3000
vae_kmeans,43,32,0.1,6,0.06679728627204895,568.8504477590321,2.489706417652733,0.08596098260489547,0.19417678311890182,0.613038696130387,3000
vae_gmm,43,32,0.1,6,0.03014378808438778,408.6491021234444,3.8251299663716316,0.05462484547839163,0.16116391766278512,0.5656434356564344,3000
vae_kmeans,43,32,0.1,7,0.06632736325263977,537.8479586289329,2.4300825251101066,0.0661606241542492,0.17653136619873339,0.6057394260573943,3000
vae_gmm,43,32,0.1,7,0.0191203560680151,374.6715459958822,3.095155889749182,0.03652818148151937,0.11059322718081306,0.5405459454054594,3000
vae_kmeans,43,32,0.1,8,0.0641523227095604,508.5938043677622,2.3740658403201857,0.05510623739065215,0.1646765477670115,0.6035396460353964,3000
vae_gmm,43,32,0.1,8,0.03627414628863335,394.8758840854994,2.9126755535998528,0.038307273792662876,0.1447662064987046,0.5628437156284372,3000
vae_kmeans,43,32,0.1,9,0.06731818616390228,483.95247605434616,2.298812850698873,0.0518332354207215,0.15686069035650194,0.6029397060293971,3000
vae_gmm,43,32,0.1,9,0.03647089749574661,382.93141284133384,2.835569634154436,0.04348530635836016,0.15167492967377988,0.5857414258574143,3000
