method,seed,latent_dim,beta,n_clusters,silhouette,calinski_harabasz,davies_bouldin,ari,nmi,purity,n_samples_silhouette
vae_gmm,46,8,1.0,12,0.09525667130947113,1142.1108813219898,1.6970928102096103,0.0438367806190796,0.17280344760907485,0.605039496050395,3000
vae_kmeans,46,8,1.0,13,0.1782180517911911,1575.8277363806412,1.3865804610967027,0.036022554367873695,0.12536014136771448,0.6045395460453955,3000
vae_gmm,46,8,1.0,13,0.0909273698925972,1107.9137732225759,1.6680248637245976,0.040039681065164506,0.16986954209100552,0.6021397860213978,3000
vae_kmeans,46,8,1.0,14,0.18278063833713531,1527.4478534672123,1.3737360722699368,0.03319787036352928,0.1224261053204319,0.6043395660433957,3000
vae_gmm,46,8,1.0,14,0.08663071691989899,1112.086694340834,1.589033697999845,0.03746350360994784,0.1596721262232277,0.5944405559444056,3000
vae_kmeans,46,8,1.0,15,0.18194812536239624,1485.2911940793397,1.3412978869590237,0.0313511056702054,0.12045232289637642,0.6011398860113989,3000
vae_gmm,46,8,1.0,15,0.08645623922348022,1051.7275030510004,1.6094426515244575,0.030746930572404418,0.15348433367455663,0.5891410858914109,3000
pca_kmeans,46,8,,2,0.14347068965435028,1710.425499891237,2.3259598271265554,0.0009292992049517124,0.0028533143358635362,0.531946805319468,3000
pca_gmm,46,8,,2,0.0373394675552845,427.9437204481432,4.275170190234347,0.2015869610476616,0.1570318684647969,0.5445455454454554,3000
pca_kmeans,46,8,,3,0.12305266410112381,1415.289082601212,2.205616268206288,0.0006449639605151003,0.001210634108419255,0.531946805319468,3000
pca_gmm,46,8,,3,0.06358493119478226,407.37287344390023,4.65117645807728,0.11850539734702559,0.17647353913507133,0.5429457054294571,3000
pca_kmeans,46,8,,4,0.11678928881883621,1286.3036849411224,2.131247253817956,0.011335834153205604,0.015818351302342448,0.531946805319468,3000
pca_gmm,46,8,,4,0.042579106986522675,626.8698207442527,3.326516644247862,0.05939205936479243,0.1267857536458193,0.531946805319468,3000
pca_kmeans,46,8,,5,0.11401582509279251,1170.255309832901,2.0408870452510373,0.028886547856405362,0.031718203411369335,0.5773422657734226,3000
pca_gmm,46,8,,5,0.0275283046066761,523.0054291760114,3.295815412686642,0.07268283665004081,0.14758936042466161,0.5605439456054394,3000
pca_kmeans,46,8,,6,0.11189689487218857,1072.0681340387405,1.9778223584683448,0.025574313241164576,0.031180199343675982,0.5763423657634237,3000
pca_gmm,46,8,,6,0.02677757292985916,477.99645988993154,2.9903709281854334,0.05952828865695581,0.09498922343392618,0.531946805319468,3000
pca_kmeans,46,8,,7,0.11580435931682587,1006.4493972007566,1.8838794828205445,0.060690569468457696,0.13496137220805787,0.5949405059494051,3000
pca_gmm,46,8,,7,0.015126426704227924,438.52787226916865,3.4415998032860786,0.03987215523314808,0.1297359186082938,0.5428457154284572,3000
pca_kmeans,46,8,,8,0.11437038332223892,956.2621947165865,1.827972809856852,0.05371616270706427,0.12382665331286427,0.591940805919408,3000
pca_gmm,46,8,,8,0.05684835463762283,607.7158752161913,2.9880635002205063,0.0595211350797916,0.1577734428322683,0.5993400659934006,3000
pca_kmeans,46,8,,9,0.11278810352087021,906.7744398072956,1.808819691298198,0.042540628166062244,0.11877582679120373,0.5893410658934106,3000
pca_gmm,46,8,,9,0.0873783752322197,755.9559164272533,1.965855005835076,0.05703167030094998,0.1562580950593359,0.597040295970403,3000
pca_kmeans,46,8,,10,0.11266344040632248,860.3682540028351,1.7612486960173523,0.03647303305840821,0.1178800209774846,0.5872412758724127,3000
pca_gmm,46,8,,10,0.07233580201864243,679.9990612182331,2.182569502363101,0.04133243529841176,0.14135032988775648,0.58994100589941,3000
pca_kmeans,46,8,,11,0.10267726331949234,816.8149427066148,1.8564549183134083,0.03911484593260634,0.1175837280133228,0.5951404859514049,3000
pca_gmm,46,8,,11,0.05526798591017723,602.6699565992928,2.370623002550111,0.04428491228586625,0.1464205146481444,0.5992400759924008,3000
pca_kmeans,46,8,,12,0.10334975272417068,778.162734897495,1.8528596427815796,0.032092819514500444,0.11274406636288548,0.5927407259274072,3000
pca_gmm,46,8,,12,0.05709957331418991,591.768539100531,2.2299149813628287,0.03748972625408233,0.144230106520781,0.6006399360063993,3000
pca_kmeans,46,8,,13,0.10339640080928802,743.096673871606,1.7930210268564843,0.028242716195958115,0.1104604943322386,0.5918408159184082,3000
pca_gmm,46,8,,13,0.018337132409214973,483.026620524931,2.331360012644335,0.03206201365727617,0.11880463684691128,0.5858414158584142,3000
pca_kmeans,46,8,,14,0.09875142574310303,714.69469613504,1.8541435631271506,0.02860227465876585,0.10929422487424079,0.5967403259674032,3000
pca_gmm,46,8,,14,0.03388991206884384,463.8126523424271,2.6795665810535696,0.036241540955122165,0.13765031885453477,0.5905409459054095,3000
pca_kmeans,46,8,,15,0.10196463763713837,687.6367455864915,1.8792391583576349,0.024510406217364743,0.10673614555957431,0.5927407259274072,3000
pca_gmm,46,8,,15,-0.0038989849854260683,338.03710000498296,3.0073467050539326,0.028466159264449054,0.12585067618984272,0.5692430756924307,3000
vae_kmeans,46,16,0.01,2,0.09278072416782379,983.561895742235,3.093729763603494,0.0007305619898489205,0.002520490137558558,0.531946805319468,3000
vae_gmm,46,16,0.01,2,0.035789452493190765,147.11789249716003,8.063353433047489,0.01555957890466227,0.056609667847121466,0.531946805319468,3000
vae_kmeans,46,16,0.01,3,0.08015574514865875,846.2206797480924,2.820748005043097,0.002920878553680321,0.003010916768096637,0.531946805319468,3000
vae_gmm,46,16,0.01,3,-0.0025361147709190845,201.8036632102365,6.087162252411413,0.012596404114351542,0.05850777908418939,0.531946805319468,3000
vae_kmeans,46,16,0.01,4,0.07736016064882278,766.3443631812856,2.643312558030171,0.0031148294013956684,0.007881101723054682,0.531946805319468,3000
vae_gmm,46,16,0.01,4,0.0028855158016085625,399.8876573337754,4.508445147621603,0.012251070313518719,0.07602055895566581,0.531946805319468,3000
vae_kmeans,46,16,0.01,5,0.07328326255083084,682.3415518867143,2.5467002814726873,0.028441374602306172,0.0308398036635138,0.5757424257574243,3000
vae_gmm,46,16,0.01,5,0.014693275094032288,294.91570988556737,4.702588375158519,0.026037089852152754,0.10299433059037466,0.531946805319468,3000
vae_kmeans,46,16,0.01,6,0.07448870688676834,627.3792123606434,2.429540015623137,0.07650601672220267,0.16532741731344608,0.5938406159384062,3000
vae_gmm,46,16,0.01,6,0.002748885890468955,289.4028387326407,3.8980274536224204,0.11291258764354278,0.2154834818021941,0.5761423857614238,3000
vae_kmeans,46,16,0.01,7,0.07053980231285095,584.0313067410507,2.3912390704423983,0.06467056095230145,0.15026622804606288,0.5929407059294071,3000
vae_gmm,46,16,0.01,7,-0.021814944222569466,283.8859214898122,3.822807447711694,0.0433085823455917,0.16385519204702653,0.5588441155884412,3000
vae_kmeans,46,16,0.01,8,0.06397216767072678,546.6250138293007,2.4201341046291276,0.05155198612995256,0.1440715534079123,0.5936406359364064,3000
vae_gmm,46,16,0.01,8,0.008401074446737766,313.1664158673532,3.181657121208249,0.05645337280086463,0.12584578863424256,0.5652434756524347,3000
vae_kmeans,46,16,0.01,9,0.06942848861217499,518.3164580360905,2.272947072221208,0.05314888008655265,0.13464173193845996,0.5852414758524147,3000
vae_gmm,46,16,0.01,9,-0.001029603648930788,312.4483862801245,3.130690766339228,0.06576913193972256,0.17555179002237148,0.5768423157684232,3000
vae_kmeans,46,16,0.01,10,0.06428074091672897,493.9185291719226,2.277706416745275,0.04056458334998126,0.12719650000075916,0.5842415758424158,3000
vae_gmm,46,16,0.01,10,0.013456559740006924,323.0045518925916,2.9103884277735275,0.05987363211602868,0.15563939023705253,0.5753424657534246,3000
vae_kmeans,46,16,0.01,11,0.06385485827922821,475.0359905300729,2.263649525545179,0.037079170217221215,0.12434393734003009,0.5860413958604139,3000
vae_gmm,46,16,0.01,11,0.006421452388167381,297.2053377115052,2.99619820190474,0.051294952585184725,0.14143770197090008,0.5641435856414359,3000
vae_kmeans,46,16,0.01,12,0.060628149658441544,450.02916489858814,2.286957090786618,0.029105854664003658,0.11464212960168776,0.5822417758224178,3000
vae_gmm,46,16,0.01,12,-0.011293071322143078,273.23132654849167,2.840220048356908,0.04634844698975281,0.13019736062860782,0.5673432656734326,3000
vae_kmeans,46,16,0.01,13,0.06502602994441986,438.1278604838325,2.1946065525371123,0.026826848474079196,0.11828835805015342,0.5775422457754225,3000
vae_gmm,46,16,0.01,13,-0.0010391462128609419,293.53366382714756,2.6706108057289413,0.03333939302654357,0.12697092030215842,0.5633436656334366,3000
vae_kmeans,46,16,0.01,14,0.06331340968608856,422.1186710434428,2.2313322631715407,0.027713218297417005,0.11108633488671917,0.5866413358664133,3000
vae_gmm,46,16,0.01,14,-0.007603192701935768,269.8105397954664,2.693686331992013,0.028333370083158022,0.11971263963405711,0.5601439856014399,3000
vae_kmeans,46,16,0.01,15,0.06295046955347061,409.05228599595324,2.1670873296750073,0.021749361786125427,0.10879697726954579,0.575042495750425,3000
vae_gmm,46,16,0.01,15,-0.0027099489234387875,280.6943385835458,2.6385714287788558,0.032207862463366946,0.12394864561710495,0.5648435156484352,3000
vae_kmeans,46,16,0.05,2,0.08449745923280716,916.1706717105046,3.219152227975903,-0.00175749084356008,0.002027523471282554,0.531946805319468,3000
vae_gmm,46,16,0.05,2,0.05756508931517601,618.5431294476617,3.9254149418215403,0.03758319721625943,0.08878236194038368,0.531946805319468,3000
vae_kmeans,46,16,0.05,3,0.07565764337778091,795.6711718881031,2.8981743161767564,0.0004885591565114449,0.0012400463598196832,0.531946805319468,3000
vae_gmm,46,16,0.05,3,-0.016060389578342438,271.83447876351534,6.483699008334427,-0.007608898194201639,0.03359591598494972,0.531946805319468,3000
vae_kmeans,46,16,0.05,4,0.07202406227588654,711.3672602606222,2.6644896519242582,-0.0007225988400117076,0.006117265113046274,0.531946805319468,3000
vae_gmm,46,16,0.05,4,0.017329541966319084,324.10965768703534,4.143021578501579,0.40562498180419543,0.2801393776253767,0.6495350464953504,3000
vae_kmeans,46,16,0.05,5,0.07196705788373947,656.8772924284589,2.5104359935832226,0.028974025405233386,0.029133817162823917,0.5721427857214278,3000
vae_gmm,46,16,0.05,5,0.018972046673297882,288.4297099156207,4.189352574044898,0.08045046012753064,0.19805613696146868,0.5637436256374363,3000
vae_kmeans,46,16,0.05,6,0.07505156099796295,613.420710185425,2.376179809422864,0.08303801320444289,0.17780794843753606,0.6051394860513949,3000
vae_gmm,46,16,0.05,6,0.021242240443825722,281.6387421817008,3.72015208177208,0.07606727229155828,0.19974947123675496,0.5577442255774423,3000
vae_kmeans,46,16,0.05,7,0.07363677769899368,578.7245027502757,2.348647172509256,0.06290595620298643,0.16127795125582403,0.6000399960003999,3000
vae_gmm,46,16,0.05,7,0.029886474832892418,292.95357590168885,3.5537004657377564,0.06205526764957514,0.1502979305846805,0.5694430556944305,3000
vae_kmeans,46,16,0.05,8,0.07074383646249771,549.1170363942531,2.3330926240206376,0.05164951404571685,0.1464279930155914,0.5971402859714029,3000
vae_gmm,46,16,0.05,8,0.031136302277445793,322.1599401073975,3.254768546056278,0.0463177016888726,0.08808714213367569,0.5512448755124487,3000
vae_kmeans,46,16,0.05,9,0.07314398884773254,521.6564891869461,2.2360959336487003,0.047817122895470555,0.14094639174100163,0.5945405459454055,3000
vae_gmm,46,16,0.05,9,0.001397669198922813,261.22024668765005,4.268951846334287,0.06382537541687247,0.15770259229900224,0.5845415458454155,3000
vae_kmeans,46,16,0.05,10,0.07405342906713486,505.0042104749953,2.175054715035367,0.04552666858227451,0.13611791855452224,0.5960403959604039,3000
vae_gmm,46,16,0.05,10,0.03689581900835037,309.72993618385414,2.8359365429069,0.036403149023312716,0.112637191494068,0.5637436256374363,3000
vae_kmeans,46,16,0.05,11,0.07313548773527145,484.11536126285506,2.2083098915127795,0.038326203316825694,0.12713871461982837,0.5904409559044096,3000
vae_gmm,46,16,0.05,11,0.005388992838561535,251.8613238641965,3.3363999222905267,0.12661229762207227,0.169963712212773,0.5781421857814218,3000
vae_kmeans,46,16,0.05,12,0.06823886185884476,464.59399861208567,2.1319948844482153,0.03245259742374997,0.12929024792284752,0.5882411758824118,3000
vae_gmm,46,16,0.05,12,0.011681247502565384,247.33930055251028,3.665632241334746,0.04879405058624798,0.1415800249199853,0.5683431656834317,3000
vae_kmeans,46,16,0.05,13,0.06663690507411957,446.60037500596957,2.162386794706079,0.02725762792782909,0.12284718160679003,0.583941605839416,3000
vae_gmm,46,16,0.05,13,0.007857619784772396,252.49539404146321,3.327176544805664,0.08422828351755027,0.16249532663323468,0.5878412158784122,3000
vae_kmeans,46,16,0.05,14,0.0653223767876625,430.5312836477815,2.152028667426058,0.024415041956221288,0.11829497425630305,0.5815418458154185,3000
vae_gmm,46,16,0.05,14,0.01725492998957634,216.14742340516634,3.5411541691623625,0.03735641508810335,0.12688715301239756,0.5675432456754325,3000
vae_kmeans,46,16,0.05,15,0.06520550698041916,414.4600722243779,2.152867819503814,0.02295112421939129,0.11672202896451749,0.5813418658134186,3000
vae_gmm,46,16,0.05,15,0.010989882051944733,224.3994840989174,2.9769467716384765,0.022000825586075898,0.10274728482859007,0.557044295570443,3000
vae_kmeans,46,16,0.1,2,0.08484029024839401,926.1786428634305,3.214812908857827,-0.0007830189476813244,0.0009574341224779211,0.531946805319468,3000
vae_gmm,46,16,0.1,2,0.09013701230287552,744.870650022166,3.476112433413512,0.04664554494839944,0.054981472510343805,0.531946805319468,3000
vae_kmeans,46,16,0.1,3,0.08479587733745575,840.8488249775502,2.8897089682555452,-0.00032825940360884276,0.002726957198987514,0.531946805319468,3000
vae_gmm,46,16,0.1,3,0.04546210914850235,557.5854684429139,5.044127089243484,0.01118195527813077,0.04072186382554702,0.531946805319468,3000
vae_kmeans,46,16,0.1,4,0.07773405313491821,744.6803208907198,2.67469460152659,0.0005869484562824255,0.0024394168194277247,0.531946805319468,3000
vae_gmm,46,16,0.1,4,0.03254740685224533,447.90824739475454,4.937386371996294,0.08566037219186215,0.1392061964541882,0.5578442155784421,3000
vae_kmeans,46,16,0.1,5,0.07514993101358414,681.5424954176797,2.5257786704230902,0.0017281562413032586,0.011031590808793682,0.531946805319468,3000
vae_gmm,46,16,0.1,5,0.01535749901086092,414.8707251609663,4.336642172261,0.07719596517408663,0.11751812141980102,0.5611438856114389,3000
vae_kmeans,46,16,0.1,6,0.0774860605597496,636.4321890752312,2.399743556439483,0.05340603146717911,0.16044172150764063,0.5645435456454354,3000
vae_gmm,46,16,0.1,6,0.010678881779313087,379.53095051167475,3.781117841774291,0.09361052959017448,0.13345326183503178,0.5716428357164284,3000
vae_kmeans,46,16,0.1,7,0.07696130871772766,601.061830012405,2.313180647203397,0.06691937979914006,0.17278512624196024,0.6058394160583942,3000
vae_gmm,46,16,0.1,7,0.014618489891290665,386.7950597665339,3.1090855797549866,0.0929609447762942,0.1524906089404135,0.5780421957804219,3000
vae_kmeans,46,16,0.1,8,0.073956198990345,565.0433502814074,2.274564969251966,0.05451728065780691,0.1548489105199363,0.595940405959404,3000
vae_gmm,46,16,0.1,8,0.02803325466811657,344.10788602565253,3.755493131068561,0.07434376233772075,0.1789224821376632,0.5616438356164384,3000
vae_kmeans,46,16,0.1,9,0.07306057214736938,534.6412021312552,2.2072308535142873,0.04445112147121923,0.1426414263440525,0.5936406359364064,3000
vae_gmm,46,16,0.1,9,0.014331999234855175,313.73175387892024,4.656758976576507,0.049303917584678995,0.1752805220586479,0.5667433256674332,3000
vae_kmeans,46,16,0.1,10,0.07138048112392426,510.76329082707485,2.151410841836392,0.03727408611259732,0.13445233646777366,0.5898410158984102,3000
vae_gmm,46,16,0.1,10,0.013897011987864971,320.4716120496795,4.299201786783754,0.05490661602515799,0.14682098615726577,0.5649435056494351,3000
vae_kmeans,46,16,0.1,11,0.07109934091567993,489.9617302160882,2.2092683080816946,0.03431515297542696,0.1296906914143581,0.5873412658734126,3000
vae_gmm,46,16,0.1,11,0.01922842487692833,302.1336785660524,4.140552355661895,0.050950914901352694,0.14243766701849886,0.5629437056294371,3000
vae_kmeans,46,16,0.1,12,0.07062727957963943,469.19549913891467,2.1772084196266692,0.02926814712558898,0.1321501644695322,0.5845415458454155,3000
vae_gmm,46,16,0.1,12,0.017768755555152893,305.239392390791,3.904112906605379,0.04255662777055247,0.1299380245125286,0.5586441355864413,3000
vae_kmeans,46,16,0.1,13,0.07212463021278381,452.2097753081086,2.1407597773238796,0.026534451090189114,0.12425643843096026,0.5808419158084192,3000
vae_gmm,46,16,0.1,13,0.009602938778698444,287.3993622340438,3.849427410601568,0.03577816261541665,0.12520990425303022,0.5542445755424458,3000
vae_kmeans,46,16,0.1,14,0.06902773678302765,436.4626693696955,2.1652930141246576,0.02375215072431743,0.11796844894467846,0.5809419058094191,3000
vae_gmm,46,16,0.1,14,0.009320694953203201,278.66170823183086,3.9105280461632184,0.03842883984238886,0.1358501909512072,0.5666433356664333,3000
vae_kmeans,46,16,0.1,15,0.06838683038949966,421.6556217945772,2.1156821395408087,0.02180846435591604,0.11600195636420187,0.5773422657734226,3000
vae_gmm,46,16,0.1,15,-0.00024176064471248537,255.16651592112711,3.371958212074686,0.058078559383792625,0.14889756420702052,0.5800419958004199,3000
vae_kmeans,46,16,0.5,2,0.11580629646778107,1093.4190991295259,2.7174057036122052,-0.00140079506677444,0.0024789337311166377,0.531946805319468,3000
vae_gmm,46,16,0.5,2,0.06032002717256546,660.124417967158,3.809751186045392,0.041180504909959094,0.09633281111766186,0.531946805319468,3000
vae_kmeans,46,16,0.5,3,0.09647143632173538,957.2386540295776,2.757741717483233,-0.0001812393237725705,0.002981694612938525,0.531946805319468,3000
vae_gmm,46,16,0.5,3,0.08972623944282532,889.6165915687283,2.9811435927772583,0.0004152364825733369,0.011517356853333452,0.531946805319468,3000
vae_kmeans,46,16,0.5,4,0.08474411815404892,842.6199794395612,2.521743928526315,0.0012740189274293746,0.0024845340243713158,0.531946805319468,3000
vae_gmm,46,16,0.5,4,0.08042925596237183,752.3795963576391,2.694627358163051,0.08235125659133555,0.16034700689411274,0.5520447955204479,3000
vae_kmeans,46,16,0.5,5,0.0929274708032608,783.4345330144987,2.333681790241029,0.11140478336066337,0.2082883256140876,0.6135386461353864,3000
vae_gmm,46,16,0.5,5,0.06543277204036713,688.9291856564913,2.6092852992496347,0.06835102849659909,0.15724611910034259,0.5613438656134386,3000
vae_kmeans,46,16,0.5,6,0.08720663189888,738.5155561180891,2.2120528324301065,0.0833921665817681,0.18756810806270238,0.6099390060993901,3000
vae_gmm,46,16,0.5,6,0.0653969794511795,642.4740488789358,2.4196066162042165,0.08212600119699207,0.18864225126534653,0.5973402659734026,3000
vae_kmeans,46,16,0.5,7,0.08689331263303757,695.2088576060391,2.115677015727407,0.06816561462397493,0.1735346300128905,0.6075392460753924,3000
vae_gmm,46,16,0.5,7,0.054535724222660065,565.8787679279454,2.446564343026723,0.06295840252795341,0.1542451221040749,0.5905409459054095,3000
vae_kmeans,46,16,0.5,8,0.09019461274147034,656.4675553599549,2.2341762906451845,0.05693134689072618,0.1621131169822938,0.6029397060293971,3000
vae_gmm,46,16,0.5,8,0.05727948993444443,507.7994938764336,2.397887379094285,0.06133305034998023,0.15673371438582248,0.5921407859214078,3000
vae_kmeans,46,16,0.5,9,0.08676592260599136,621.9859084877766,2.1524610215857773,0.04865991451103673,0.1530063928057504,0.5997400259974003,3000
vae_gmm,46,16,0.5,9,0.04752925783395767,470.63361615024047,2.60141605298786,0.043884151579466214,0.14555154466133183,0.5880411958804119,3000
vae_kmeans,46,16,0.5,10,0.08492819964885712,592.5449790703591,2.127862909932555,0.041913489350392644,0.14692364233796668,0.5984401559844016,3000
vae_gmm,46,16,0.5,10,0.042387645691633224,425.9572329412022,2.6354103400459272,0.03016900728706673,0.11576639990031116,0.5722427757224278,3000
vae_kmeans,46,16,0.5,11,0.08790844678878784,564.5766097908419,2.084451919721137,0.03957690519179995,0.13945424199338266,0.5952404759524048,3000
vae_gmm,46,16,0.5,11,0.04038254916667938,406.4861205823758,2.43128818329235,0.03539667888687572,0.12412472444876001,0.5816418358164184,3000
vae_kmeans,46,16,0.5,12,0.08309905230998993,539.7885272615022,2.093314310618967,0.033568549919941904,0.13560796858980645,0.591040895910409,3000
vae_gmm,46,16,0.5,12,0.04241104796528816,400.8794543643691,2.7170555511266166,0.028927776458987215,0.11801474236550999,0.5706429357064293,3000
vae_kmeans,46,16,0.5,13,0.08307720720767975,524.1875099752407,2.041755251231532,0.029654967928013667,0.12931024892993204,0.5907409259074092,3000
vae_gmm,46,16,0.5,13,0.03334667533636093,365.3594965036081,2.640066063483106,0.034080924474779825,0.11791618092656886,0.5685431456854314,3000
vae_kmeans,46,16,0.5,14,0.07978156208992004,508.0585230967185,1.9891614476281687,0.026478612421613434,0.13062374924964698,0.5875412458754125,3000
vae_gmm,46,16,0.5,14,0.05436296761035919,401.44670763091233,2.6142032780413635,0.028128096267640963,0.13215609698355574,0.5745425457454254,3000
vae_kmeans,46,16,0.5,15,0.08618316799402237,490.85679428174336,1.9882550300850523,0.02383796260448233,0.12491777606654256,0.5708429157084292,3000
vae_gmm,46,16,0.5,15,0.052585143595933914,376.919284606599,2.6824063819986685,0.029102070981236156,0.12841135721939587,0.5738426157384262,3000
vae_kmeans,46,16,1.0,2,0.11057429760694504,1200.472336253289,2.8030608063551616,0.0012236070699188203,0.00217675797472941,0.531946805319468,3000
vae_gmm,46,16,1.0,2,0.07814785093069077,887.002775768973,3.26801271551546,0.03328136094086992,0.0754224688581016,0.531946805319468,3000
vae_kmeans,46,16,1.0,3,0.11544257402420044,1092.6650813888725,2.5241962126953563,-0.0008362353479608543,0.002837152268085991,0.531946805319468,3000
vae_gmm,46,16,1.0,3,0.09037516266107559,754.923374769379,2.8842407003643125,0.1050253010445342,0.14876341984098915,0.531946805319468,3000
vae_kmeans,46,16,1.0,4,0.1215117871761322,1011.4307001241547,2.253233053840726,0.08995429635337199,0.18532143294427994,0.5658434156584341,3000
vae_gmm,46,16,1.0,4,0.09564172476530075,855.1056840840087,2.558098992679751,0.07391411698887553,0.14812223902845142,0.5473452654734526,3000
vae_kmeans,46,16,1.0,5,0.11589177697896957,961.6957584240245,2.0793673731575395,0.1073757181082024,0.2015915162021057,0.6093390660933906,3000
vae_gmm,46,16,1.0,5,0.06950980424880981,724.2498683994074,2.5163058722379716,0.018892185561329166,0.04499368458644178,0.5466453354664533,3000
vae_kmeans,46,16,1.0,6,0.11164934933185577,921.0748548796627,2.035196522884427,0.08120524559457003,0.1833224953929329,0.6086391360863913,3000
vae_gmm,46,16,1.0,6,0.0801774114370346,770.8653763815524,2.243563897053534,0.07687586201041784,0.18821540779012694,0.58994100589941,3000
vae_kmeans,46,16,1.0,7,0.11074624955654144,875.2487567959167,1.9597299378490554,0.06547874123807898,0.1700439775773043,0.6052394760523948,3000
vae_gmm,46,16,1.0,7,0.08111514151096344,710.3041805580467,2.243269182000932,0.06684282183435529,0.16985144346708594,0.5897410258974103,3000
vae_kmeans,46,16,1.0,8,0.11209877580404282,832.0165402017136,1.9051111920467036,0.05478213649201111,0.15943687818436048,0.601039896010399,3000
vae_gmm,46,16,1.0,8,0.08230116963386536,689.3073183255691,2.101667093267789,0.056611059108939966,0.16374917843215395,0.5916408359164084,3000
vae_kmeans,46,16,1.0,9,0.11652030795812607,792.0682809524061,1.9443145069291279,0.04756122473300519,0.15066563246776568,0.5985401459854015,3000
vae_gmm,46,16,1.0,9,0.08326894044876099,671.9637049824474,2.0776161546391583,0.05404679065964777,0.1684327759751822,0.5972402759724028,3000
vae_kmeans,46,16,1.0,10,0.10500610619783401,755.348049309817,1.9249196484815294,0.04132273896274936,0.1435148762410377,0.5971402859714029,3000
vae_gmm,46,16,1.0,10,0.086162269115448,645.2850041968945,1.9599981087631306,0.0526675770152019,0.16708532321866582,0.597040295970403,3000
vae_kmeans,46,16,1.0,11,0.10666833817958832,722.4558722322453,1.8746275713532123,0.03839092400924383,0.13933755468814407,0.5945405459454055,3000
vae_gmm,46,16,1.0,11,0.07897535711526871,606.270086671508,1.9772054776233396,0.051752058677125214,0.16317736050123133,0.5981401859814018,3000
vae_kmeans,46,16,1.0,12,0.10984640568494797,699.1282633981189,1.8129162926837885,0.0370666715341918,0.13553544148109897,0.5945405459454055,3000
vae_gmm,46,16,1.0,12,0.0800616517663002,608.8588050799992,2.018629870368816,0.04070609437104688,0.1565459029243845,0.5940405959404059,3000
vae_kmeans,46,16,1.0,13,0.10430337488651276,666.902656895728,1.8487102496733334,0.03006878656183064,0.13088907969403127,0.5913408659134086,3000
vae_gmm,46,16,1.0,13,0.06285535544157028,541.1305663843706,2.054043733926004,0.0401448319638829,0.1565604042724962,0.5931406859314069,3000
vae_kmeans,46,16,1.0,14,0.1089228093624115,654.7184051603763,1.7357262463369583,0.028124670512467694,0.1320494162166329,0.5889411058894111,3000
vae_gmm,46,16,1.0,14,0.07145751267671585,543.4850490668846,1.9573527720373705,0.03243557213464991,0.1545143053470143,0.58994100589941,3000
vae_kmeans,46,16,1.0,15,0.10702754557132721,636.1716602999795,1.7590819869979282,0.026303331938542104,0.12980267967933015,0.5868413158684131,3000
vae_gmm,46,16,1.0,15,0.0765158087015152,542.2783105026098,1.9514761870950041,0.027373451505879647,0.14376716773873385,0.5792420757924207,3000
pca_kmeans,46,16,,2,0.12024298310279846,1387.0308894464936,2.6082737816099626,0.0009657011289865093,0.00269284687117373,0.531946805319468,3000
pca_gmm,46,16,,2,0.0826745256781578,767.5423479372333,3.217437373709798,-0.00140079506677444,0.0024789337311166377,0.531946805319468,3000
pca_kmeans,46,16,,3,0.1001155823469162,1129.0560064090967,2.497360505985569,0.0006070383006626277,0.0014023528791141412,0.531946805319468,3000
pca_gmm,46,16,,3,0.04984208196401596,404.76431374194993,6.587882331955761,-0.002687639756100796,0.0027122169424932925,0.531946805319468,3000
pca_kmeans,46,16,,4,0.09509733319282532,1009.7924119660722,2.4266542344405337,0.0110497290256845,0.015507948085253465,0.531946805319468,3000
pca_gmm,46,16,,4,0.0018115059938281775,201.46479070548082,4.904165311889155,0.17721790509134183,0.20550911071776262,0.5748425157484252,3000
pca_kmeans,46,16,,5,0.0910775363445282,907.327263934024,2.3396296349125776,0.028005063287086712,0.030956339854538197,0.5760423957604239,3000
pca_gmm,46,16,,5,0.006759163457900286,178.55179972323438,5.105681683408426,0.1910487934975743,0.22725042044122729,0.6073392660733926,3000
pca_kmeans,46,16,,6,0.09645907580852509,840.8485147665258,2.198248233835469,0.07357178129016519,0.16208550094823526,0.6009399060093991,3000
pca_gmm,46,16,,6,0.032297778874635696,188.84780180708046,5.448769328449039,0.01127845446315821,0.09559808314054306,0.5672432756724327,3000
pca_kmeans,46,16,,7,0.09237493574619293,785.0387707887346,2.1589767408591967,0.06261156762147056,0.15174639524553263,0.5992400759924008,3000
pca_gmm,46,16,,7,0.03872835263609886,231.602040440419,5.0547816881226595,0.19352199448691337,0.2641790208684709,0.6042395760423958,3000
pca_kmeans,46,16,,8,0.08925285935401917,739.618048814611,2.096214747233519,0.053659207861212185,0.13999397087337015,0.5946405359464053,3000
pca_gmm,46,16,,8,0.010388537310063839,192.1827573221798,6.237002202675044,0.22859968973795705,0.33566557048796863,0.6674332566743326,3000
pca_kmeans,46,16,,9,0.08753050863742828,696.0221796495597,2.079781957531496,0.044363279653330506,0.1320438216312608,0.5929407059294071,3000
pca_gmm,46,16,,9,-0.0011005174601450562,198.66202898286434,4.245586614850619,0.05149784672122884,0.11774296583980694,0.5731426857314269,3000
pca_kmeans,46,16,,10,0.08594773709774017,659.7100573285048,2.089150147064138,0.037273422916907974,0.12577569478743267,0.5916408359164084,3000
